Incident_ID,Date,Quarter,School,City,State,School_Level,Location,During_School,Time_Period,First_Shot,Bullied,Domestic_Violence,Gang_Related,Preplanned
20210804ALBUM,2021-08-04,Summer,Burns Middle School,Mobile,AL,Middle,Parking Lot,No,Night,03:06:00,No,No,null,No
20210805GACHD,2021-08-05,Summer,Chapel Hill Middle School,Douglasville,GA,Middle,Office,No,Night,null,No,No,No,null
20210806LASTH,2021-08-06,Summer,St. Francis de Sales school,Houma,LA,K-8,Front of School,Yes,Dismissal,13:00:00,No,No,No,No
20210807ORGIP,2021-08-07,Summer,Gilbert Heights Elementary School,Portland,OR,Elementary,Parking Lot,No,Night,null,No,null,null,No
20210810OHEAC,2021-08-10,Summer,East Linden Elementary School,Columbus,OH,Elementary,Beside Building,No,Evening,17:12:00,No,No,No,No
20210811COMAC,2021-08-11,Summer,Mark Twain Elementary School,Colorado Springs,CO,Elementary,Outside on School Property,No,Night,01:00:00,No,No,null,No
20210811CAOAO,2021-08-11,Fall,Oakland Tech High School,Oakland,CA,High,Beside Building,Yes,Dismissal,15:30:00,No,No,null,No
20210812GALIL,2021-08-12,Fall,Lithonia High School,Lithonia,GA,High,Parking Lot,Yes,Afternoon Classes,15:00:00,null,null,null,null
20210812CANOS,2021-08-12,Fall,North Mountain Middle School,San Jacinto,CA,Middle,Bathroom,Yes,School Start,07:11:00,null,No,No,null
20210813GACAS,2021-08-13,Fall,Campbell High SChool,Smyrna,GA,High,Football Field/Track,No,Sport Event,21:15:00,No,No,null,No
20210813NMWAA,2021-08-13,Fall,Washington Middle School,Albuquerque,NM,Middle,Playground,Yes,Lunch,12:45:00,Yes,No,No,No
20210814SCDAH,2021-08-14,Summer,Darlington County School District Buses,Hartsville,SC,null,School Bus,null,Not a School Day,null,null,No,No,No
20210814ILMAC,2021-08-14,Summer,Mary E. McDowell Elementary School,Chicago,IL,Elementary,Outside on School Property,No,Not a School Day,16:38:00,No,No,null,No
20210815VAROD,2021-08-15,Summer,Rosa Park Elementary School,Dale City,VA,Elementary,Parking Lot,No,Not a School Day,18:25:00,No,No,null,No
20210817COYED,2021-08-17,Fall,Yeshiva Toras Chaim High School,Denver,CO,High,Front of School,Yes,Night,23:35:00,No,No,No,No
20210818SCORO,2021-08-18,Fall,Orangeburg-Wilkinson High School,Orangeburg,SC,High,Parking Lot,Yes,Dismissal,16:00:00,null,No,null,No
20210820CACEF,2021-08-20,Fall,Central High-Bullard High,Fresno,CA,High,Parking Lot,No,Sport Event,22:05:00,No,No,Yes,No
20210820NEMIO,2021-08-20,Fall,Miller Park Elementary,Omaha,NE,Elementary,Playground,No,Night,02:30:00,No,null,null,No
20210822ILWER,2021-08-22,Fall,West Middle School,Rockford,IL,Middle,Parking Lot,No,Not a School Day,14:00:00,null,No,null,No
20210826WAAKS,2021-08-26,Fall,Aki Kurose Middle School,Seattle,WA,Middle,Front of School,No,Evening,18:30:00,No,No,No,No
20210826NYHAH,2021-08-26,Fall,Hauppauge Middle School,Hauppauge,NY,Middle,Beside Building,Yes,Morning Classes,11:45:00,No,No,No,No
20210826OHNOT,2021-08-26,Fall,Northpointe Academy Elementary School,Toledo,OH,Elementary,Football Field/Track,No,Sport Event,19:05:00,No,No,No,No
20210827PAACS,2021-08-27,Fall,Academy Park High School,Sharon Hill,PA,High,Football Field/Track,No,Sport Event,21:00:00,No,No,No,No
20210827KYAPO,2021-08-27,Fall,Apollo High School,Owensboro,KY,High,Parking Lot,No,Sport Event,21:40:00,No,No,No,No
20210827VTEDB,2021-08-27,Fall,Edmunds Middle School,Burlington,VT,Middle,Front of School,No,Before School,null,No,No,No,No
20210827VAFRW,2021-08-27,Fall,Freedom High School,Woodbridge,VA,High,Parking Lot,No,Sport Event,21:10:00,No,No,No,No
20210827INHAH,2021-08-27,Fall,Hammond Central High School,Hammond,IN,High,Beside Building,Yes,Dismissal,14:25:00,No,No,Yes,No
20210828CASAS,2021-08-28,Fall,Santa Maria High School,Santa Maria,CA,High,Football Field/Track,No,Sport Event,16:00:00,No,No,null,No
20210830NCNEW,2021-08-30,Fall,New Hanover High School,Wilmington,NC,High,Hallway,Yes,Morning Classes,11:24:00,Yes,No,No,No
20210830MDNEO,2021-08-30,Fall,New Town High School,Owings Mills,MD,High,Outside on School Property,Yes,Dismissal,15:00:00,No,No,null,No
20210830FLOKW,2021-08-30,Fall,Okeeheelee Middle School,West Palm Beach,FL,Middle,School Bus,Yes,Dismissal,14:30:00,No,No,No,No
20210830NJWEN,2021-08-30,Fall,West Side High School,Newark,NJ,High,Front of School,Yes,Evening,20:30:00,No,No,null,No
20210901ILFRC,2021-09-01,Fall,Frazier International Magnet School,Chicago,IL,Elementary,Front of School,No,Before School,05:15:00,No,No,null,No
20210901NCMTW,2021-09-01,Fall,Mt. Tabor High School,Winston-Salem,NC,High,Hallway,Yes,Lunch,12:07:00,null,No,No,No
20210902NMALA,2021-09-02,Fall,Albuquerque Christ Lutheran Church and School,Albuquerque,NM,K-8,Parking Lot,Yes,Lunch,12:30:00,No,No,null,No
20210902ARLIL,2021-09-02,Fall,Little Rock Central High School,Little Rock,AR,High,Front of School,Yes,School Start,08:00:00,No,No,No,No
20210902CASAL,2021-09-02,Fall,Santee High School,Los Angeles,CA,High,Football Field/Track,Yes,Afternoon Classes,14:00:00,No,No,null,No
20210902CASAL,2021-09-02,Fall,Santee High School,Los Angeles,CA,High,Outside on School Property,Yes,Afternoon Classes,14:00:00,No,No,Yes,No
20210902INWEG,2021-09-02,Fall,West Side Leadership Academy,Gary,IN,High,School Bus,Yes,Dismissal,15:00:00,No,No,null,Yes
20210902GAWOS,2021-09-02,Fall,Woodland High School,Stockbridge,GA,High,Outside on School Property,Yes,Morning Classes,10:30:00,No,No,No,No
20210903CABUB,2021-09-03,Fall,Buena Park School District Bus,Buena Park,CA,null,School Bus,Yes,Dismissal,13:58:00,No,Yes,No,No
20210903NVDEL,2021-09-03,Fall,Desert Oasis High School,Las Vegas,NV,High,Parking Lot,No,Sport Event,21:00:00,No,No,null,No
20210903NCJUC,2021-09-03,Fall,Julius Chambers High School,Charlotte,NC,High,Football Field/Track,No,Sport Event,21:30:00,No,No,No,No
20210903CAMTH,2021-09-03,Fall,Mt. Eden High School,Hayward,CA,High,Front of School,Yes,School Start,09:00:00,No,No,null,No
20210907PAHAH,2021-09-07,Fall,Harrisburg High School,Harrisburg,PA,High,Parking Lot,Yes,Dismissal,03:00:00,No,No,No,No
20210907TNLAL,2021-09-07,Fall,La Vergne High School,La Vergne,TN,High,Parking Lot,Yes,Dismissal,15:00:00,No,No,null,No
20210907MAOMG,2021-09-07,Fall,O’Maley Innovation Middle School,Gloucester,MA,Middle,Parking Lot,No,Night,02:30:00,No,No,No,No
20210908ILCEC,2021-09-08,Fall,Centennial High School,Champaign,IL,High,Hallway,Yes,Afternoon Classes,13:00:00,No,No,No,No
20210909ILCHC,2021-09-09,Fall,Champaign School Bus,Champaign,IL,Elementary,School Bus,Yes,Dismissal,14:42:00,No,No,null,No
20210908MNPRB,2021-09-09,Fall,Prairie Seeds Academy,Brooklyn Park,MN,High,Front of School,No,Evening,19:10:00,No,No,null,No
20210909NCSHE,2021-09-09,null,Sheep-Harney Elementary School,Elizabeth City,NC,Elementary,Front of School,No,Night,23:30:00,No,No,No,No
20210909MITRF,2021-09-09,Fall,Tri-County Education Center,Ferndale,MI,6-12,Parking Lot,Yes,Dismissal,14:30:00,No,No,null,No
20210910CONOA,2021-09-10,Fall,North Area Athletic Complex,Arvada,CO,High,Parking Lot,No,Sport Event,20:30:00,No,No,null,No
20210910CASTP,2021-09-10,Fall,Stratford School,Palo Alto,CA,Elementary,Playground,Yes,Lunch,12:28:00,No,No,No,No
20210913SCEDC,2021-09-13,Fall,Edwards Elementary School,Chesterfield County,SC,Elementary,Parking Lot,Yes,Afternoon Classes,13:30:00,No,Yes,No,No
20210914TNLAL,2021-09-14,Fall,La Vergne High School,La Vergne,TN,High,Parking Lot,Yes,Dismissal,14:45:00,No,No,null,No
20210914MOMCH,2021-09-14,Fall,McNair Elementary School,Hazelwood,MO,Elementary,Parking Lot,Yes,School Start,08:45:00,No,No,No,No
20210915ILCEC,2021-09-15,Fall,Centennial High School,Champaign,IL,High,Field (General),Yes,Afternoon Classes,13:30:00,No,No,null,No
20210915KYMAL,2021-09-15,Fall,Mary Todd Elementary School,Lexington,KY,Elementary,Parking Lot,No,After School,16:00:00,No,No,No,No
20210915VASPS,2021-09-15,Fall,Springfield Estates Elementary,Springfield,VA,Elementary,Inside School Building,Yes,Morning Classes,null,No,No,No,No
20210916OHBEC,2021-09-16,Fall,Beechcroft High School,Columbus,OH,High,Parking Lot,No,School Event,21:53:00,No,No,null,No
20210916WIORM,2021-09-16,Fall,Orchard Ridge Elementary School,Madison,WI,Elementary,Beside Building,No,Night,03:00:00,No,No,null,No
20210916UTPRP,2021-09-16,Fall,Provo High School,Provo,UT,High,Hallway,Yes,Night,12:37:00,No,No,No,No
20210917TNAUK,2021-09-17,Fall,Austin-East High School,Knoxville,TN,High,Off School Property,No,Sport Event,20:49:00,No,No,null,No
20210917VAHEH,2021-09-17,Fall,Hermitage High School,Henrico,VA,High,Parking Lot,No,School Event,23:00:00,No,No,No,No
20210917NCPAW,2021-09-17,Fall,Parkland High School,Winston-Salem,NC,High,Field (General),Yes,After School,16:00:00,No,No,null,No
20210917GASWS,2021-09-17,Fall,Swainsboro High School,Swainsboro,GA,High,Football Field/Track,No,Sport Event,21:00:00,No,No,null,No
20210917PAWEP,2021-09-17,Fall,West Philadelphia High School,Philadelphia,PA,High,Football Field/Track,No,Sport Event,20:00:00,No,No,null,No
20210918COWIC,2021-09-18,Fall,Widefield High School,Colorado Springs,CO,High,Parking Lot,No,Sport Event,16:21:00,No,No,null,No
20210920OHEAC,2021-09-20,Fall,Eastside Arts Academy,Cleveland,OH,Elementary,Playground,No,Evening,18:02:00,No,No,null,No
20210920VAHEN,2021-09-20,Fall,Heritage High School,Newport News,VA,High,Hallway,Yes,Lunch,11:40:00,No,No,null,No
20210921KSEAW,2021-09-21,Fall,East High School,Wichita,KS,High,Front of School,Yes,Lunch,12:30:00,No,No,No,No
20210921GAFRA,2021-09-21,Fall,Fred A. Toomer Elementary School,Atlanta,GA,Elementary,Outside on School Property,Yes,School Start,07:45:00,No,No,No,No
20210921FLLAL,2021-09-21,Fall,Lake Asbury Elementary School,Lake Asbury,FL,Elementary,School Bus,Yes,School Start,05:55:00,No,No,No,No
20210921OHMIM,2021-09-21,Fall,Middletown Preparatory and Fitness Academy,Middletown,OH,High,School Bus,Yes,Dismissal,15:00:00,No,No,No,No
20210921PAVAP,2021-09-21,Fall,Vaux Big Picture High School,Philadelphia,PA,High,Front of School,Yes,Dismissal,14:57:00,No,No,null,No
20210922CTLIN,2021-09-22,Fall,Lincoln-Bassett Community School,New Haven,CT,Elementary,Off School Property,Yes,Lunch,11:00:00,No,No,null,No
20210922NYSOB,2021-09-22,Fall,South Shore High School,Brooklyn,NY,High,Front of School,Yes,School Start,08:45:00,No,No,null,No
20210923IDRIR,2021-09-23,Fall,Rigby Middle School,Rigby,ID,Middle,Bathroom,Yes,Morning Classes,null,No,No,No,No
20210924VAESE,2021-09-24,Fall,Essex High School,Essex,VA,High,Football Field/Track,No,Sport Event,20:20:00,No,No,null,No
20210924ALFAF,2021-09-24,Fall,Fairfield High Preparatory School,Fairfield,AL,High,Parking Lot,No,Sport Event,21:47:00,No,No,No,No
20210924TNSTS,2021-09-24,Fall,Stewarts Creek High School,Smyrna,FL,High,Parking Lot,No,Sport Event,20:30:00,No,No,No,No
20210924MDWIB,2021-09-24,Fall,Wildwood Elementary/Middle School,Baltimore,MD,K-8,Outside on School Property,No,Evening,19:11:00,No,No,null,No
20210927ILCAC,2021-09-27,Fall,Canterbury Elementary School,Crystal Lake,IL,Elementary,Playground,Yes,Lunch,12:00:00,null,No,No,No
20210928MESOS,2021-09-28,Fall,South Portland High School,South Portland,ME,High,Parking Lot,No,Evening,20:38:00,No,No,No,No
20210929OHSHS,2021-09-29,Fall,Shaker Heights Middle School,Shaker Heights,OH,Middle,Parking Lot,No,Sport Event,18:30:00,No,No,No,No
20210930TNCUM,2021-09-30,Fall,Cummings Elementary School,Memphis,TN,K-8,Hallway,Yes,Morning Classes,09:15:00,null,No,null,null
20210930MSNEN,2021-09-30,Fall,Newton Elementary School,Newton,MS,Elementary,Outside on School Property,Yes,Dismissal,16:30:00,No,No,No,No
20211001INBEI,2021-10-01,Fall,Ben Davis High School,Indianapolis,IN,High,Football Field/Track,No,Sport Event,21:00:00,No,No,null,No
20211001NJCHC,2021-10-01,Fall,Cherry Hill West High School,Cherry Hill,NJ,High,Football Field/Track,No,Sport Event,20:45:00,No,No,null,No
20211001NCNOD,2021-10-01,Fall,Northern High School,Durham,NC,High,Football Field/Track,No,Sport Event,21:42:00,No,No,null,No
20211001NCSEF,2021-10-01,Fall,Seventy-First High School,Fayetteville,NC,High,Parking Lot,No,Sport Event,22:00:00,No,No,Yes,No
20211001TXYEH,2021-10-01,Fall,YES Prep,Houston,TX,High,Entryway,Yes,Morning Classes,11:45:00,No,No,No,No
20211004ILLAC,2021-10-04,Fall,Lakeview High School,Chicago,IL,High,Parking Lot,null,null,null,No,No,null,No
20211004NMSAS,2021-10-04,Winter,Santa Fe Indian School,Santa Fe,NM,6-12,Outside on School Property,Yes,null,null,No,No,No,No
20211004PASCP,2021-10-04,Fall,School of the Future,Philadelphia,PA,High,Outside on School Property,No,Night,01:25:00,No,null,No,No
20211004OHWOT,2021-10-04,Fall,Woodward High School,Toledo,OH,High,Off School Property,No,After School,16:30:00,No,No,null,No
20211005NCGAC,2021-10-05,Fall,Garinger High School,Charlotte,NC,High,Front of School,Yes,Morning Classes,07:00:00,No,No,null,No
20211005NDHEH,2021-10-05,Fall,Hettinger Public School,Hettinger,ND,K-12,Classroom,Yes,Morning Classes,09:39:00,null,No,No,No
20211006TXTIA,2021-10-06,Fall,Timberview High School,Arlington,TX,High,Classroom,Yes,Morning Classes,09:15:00,No,No,No,No
20211007PAANP,2021-10-07,Fall,Antonia Pantoja Charter School,Philadelphia,PA,K-8,Cafeteria,No,Night,null,No,No,null,No
20211007TXEAW,2021-10-07,Fall,East Chambers High School,Winnie,TX,High,Football Field/Track,No,Sport Event,20:00:00,No,No,No,No
20211007NCEAD,2021-10-07,Fall,Eastway Elementary School,Durham,NC,Elementary,Parking Lot,No,After School,16:30:00,No,No,No,No
20211007DCWAW,2021-10-07,Fall,Walkins Elementary School,Washington,DC,Elementary,Football Field/Track,No,Sport Event,21:47:00,No,No,null,No
20211008OKCOC,2021-10-08,Fall,Comanche Middle School,Comanche,OK,Middle,Cafeteria,No,After School,16:30:00,No,No,No,null
20211011ORROP,2021-10-11,Fall,Rosemary Anderson High School,Portland,OR,High,Off School Property,Yes,Morning Classes,09:00:00,No,No,null,No
20211012MIELK,2021-10-12,Fall,El Sol Academy,Kalamazoo,MI,Elementary,Parking Lot,No,After School,16:00:00,No,No,null,null
20211012ARLIL,2021-10-12,Fall,Little Rock Central High School,Little Rock,AR,High,Front of School,Yes,Morning Classes,11:50:00,No,No,null,No
20211012OKUNT,2021-10-12,Fall,Union High School,Tulsa,OK,High,Front of School,Yes,Dismissal,14:30:00,No,No,No,No
20211012ILWEC,2021-10-12,Fall,Wendell Phillips Academy High School,Chicago,IL,High,Entryway,Yes,Dismissal,14:30:00,No,No,null,Yes
20211013PACHD,2021-10-13,Fall,Charles Kelly Elementary,Drexel Hill,PA,Elementary,School Bus,Yes,School Start,08:00:00,No,No,No,No
20211013ILMCC,2021-10-13,Fall,McDade Classical Elementary School,Chicago,IL,Elementary,Front of School,Yes,School Start,08:39:00,No,No,null,No
20211014MEREP,2021-10-14,Fall,Reiche Community School,Portland,ME,Elementary,Playground,No,Night,23:15:00,No,No,null,No
20211015CAKEF,2021-10-15,Fall,Kepler Community School,Fresno,CA,Elementary,Playground,Yes,Morning Classes,10:20:00,No,No,No,No
20211015ALWIM,2021-10-15,null,Williamson High School,Mobile,AL,6-12,Football Field/Track,No,Sport Event,21:56:00,No,No,null,No
20211017ARROR,2021-10-17,null,Rogers High School,Rogers ,AR,High,Football Field/Track,No,Evening,20:05:00,No,No,No,No
20211018PALIP,2021-10-18,Fall,Lincoln High School,Philadelphia,PA,High,Field (General),Yes,Dismissal,14:45:00,No,No,null,No
20211021GABES,2021-10-21,Fall,Bethesda Academy,Savannah,GA,6-12,Parking Lot,No,Evening,19:00:00,No,No,No,No
20211021NYPSB,2021-10-21,Fall,P. S. 65 Mother Hale Academy,Bronx,NY,Elementary,Beside Building,Yes,Dismissal,14:00:00,No,No,No,No
20211022PAPHP,2021-10-22,Fall,Philadelphia Learning Academy South,Philadelphia,PA,High,Gym,Yes,Afternoon Classes,13:00:00,No,No,null,No
20211026MSCAN,2021-10-26,Fall,Cathedral School,Natchez,MS,K-12,Classroom,Yes,Morning Classes,09:20:00,No,No,No,No
20211026ILWIC,2021-10-26,null,Jose de Diego Community Academy,Chicago,IL,K-12,Front of School,No,After School,15:46:00,No,No,No,No
20211027SCCAS,2021-10-27,Fall,Calhoun County High School,St. Matthews,SC,High,Parking Lot,No,Evening,20:00:00,No,No,null,No
20211030PASTM,2021-10-30,Fall,Sto Rox High School,McKees Rock,PA,High,Parking Lot,No,Sport Event,16:45:00,No,No,No,No
20211102NMHIH,2021-11-02,Fall,Highland Middle School,Hobbs,NM,Middle,Parking Lot,Yes,Dismissal,15:00:00,No,No,No,No
20211125SCCEP,2021-11-04,Fall,Central High School,Pageland,SC,High,Outside on School Property,No,Night,null,null,No,No,No
20211106FLOVO,2021-11-06,Fall,Oviedo High School,Oviedo,FL,High,Gym,No,School Event,22:00:00,No,No,null,No
20211108NYTHB,2021-11-08,Fall,Theodore Roosevelt High School,Bronx,NY,High,Front of School,Yes,Dismissal,14:40:00,No,No,null,No
20211109NMMEL,2021-11-09,Fall,Mesilla Valley Leadership Academy,Las Cruces,NM,null,Beside Building,Yes,Morning Classes,08:00:00,No,No,No,No
20211110NYITI,2021-11-10,Fall,Ithaca High School,Ithaca,NY,High,School Bus,No,Evening,18:30:00,No,No,null,No
20211115NYPOP,2021-11-15,Fall,Poughkeepsie High School,Poughkeepsie,NY,High,Front of School,Yes,Dismissal,15:15:00,No,No,No,No
20211116FLJAJ,2021-11-16,Fall,Jacksonville School Bus,Jacksonville,FL,null,School Bus,Yes,Evening,18:00:00,No,No,null,No
20211116NYPSB,2021-11-16,Fall,P.S. 44,Bronx,NY,Elementary,Front of School,Yes,Dismissal,14:15:00,No,No,null,No
20211119MDGIB,2021-11-18,Fall,Gilmor Elementary School,Baltimore,MD,Elementary,Front of School,No,Evening,19:04:00,No,null,null,No
20211119COHIA,2021-11-19,Fall,Hinkley High School,Aurora,CO,High,Parking Lot,null,null,13:50:00,No,No,null,No
20211123OHCLC,2021-11-23,Fall,Cleveland School Bus,Cleveland,OH,null,School Bus,Yes,Before School,07:30:00,No,No,No,No
20211124ILTHH,2021-11-24,Fall,Thornton Township High School,Harvey,IL,High,Front of School,Yes,Dismissal,15:00:00,No,No,null,No
20211126CAWES,2021-11-26,Fall,Westmount High School,San Jose,CA,High,Parking Lot,No,Sport Event,21:00:00,No,No,null,No
20211129AZCHP,2021-11-29,Fall,Cesar Chavez High School,Phoenix,AZ,High,Bathroom,Yes,Afternoon Classes,15:00:00,null,No,No,No
20211129ILWER,2021-11-29,Fall,West Middle School,Rockford,IL,Middle,Beside Building,No,After School,16:00:00,No,No,null,No
20211130TNHUH,2021-11-30,Fall,Humboldt High School,Humboldt,TN,High,Gym,No,School Event,20:30:00,No,No,null,No
20211130CALOL,2021-11-30,Fall,Los Angeles School Bus,Los Angeles,CA,null,School Bus,No,Evening,17:30:00,No,No,No,No
20211130MIOXO,2021-11-30,Fall,Oxford High School,Oxford,MI,High,Inside School Building,Yes,Afternoon Classes,12:51:00,null,No,No,Yes
20211130OHWHW,2021-11-30,Fall,Whitehall Yearling High School,Whitehall,OH,High,Parking Lot,No,Evening,18:00:00,No,No,No,No
20211201TXSAP,2021-12-01,Winter,Sam Rayburn High School,Pasadena,TX,High,Football Field/Track,Yes,Morning Classes,11:00:00,No,No,No,No
20211202WAGAS,2021-12-02,Winter,Garfield High School,Seattle,WA,High,Parking Lot,No,After School,16:30:00,null,No,null,No
20211203ARBLB,2021-12-03,Winter,Blytheville High School,Blytheville,AR,High,Parking Lot,No,Night,21:15:00,No,No,No,No
20211206NYSUS,2021-12-06,Winter,Susan E. Wagner High School,Staten Island,NY,High,Front of School,Yes,Dismissal,15:00:00,null,No,null,No
20211206CAWIW,2021-12-06,Winter,Wilmington Park Elementary School,Wilmington,CA,Elementary,Playground,Yes,After School,16:46:00,No,null,null,null
20211207ILHAC,2021-12-07,Winter,Haines Elementary School,Chicago,IL,Elementary,Front of School,Yes,Lunch,12:30:00,No,No,null,No
20211208MOEWK,2021-12-08,Winter,Ewing Marion Kauffman School,Kansas City,MO,High,Parking Lot,No,Sport Event,20:30:00,No,No,null,No
20211208KYSTL,2021-12-08,Winter,St. Matthews Elementary School,Louisville,KY,Elementary,Parking Lot,No,Night,21:30:00,No,null,null,No
20211209NYGRN,2021-12-09,Winter,Greater Oaks Charter School,New York,NY,Elementary,Front of School,Yes,Morning Classes,09:30:00,No,No,No,No
20211210NCJEC,2021-12-09,Winter,Jesse C. Carson High,China Grove,NC,High,Parking Lot,Yes,Afternoon Classes,14:00:00,No,No,No,No
20211210OHCAC,2021-12-10,Winter,Canal Winchester High School,Canal Winchester,OH,High,Field (General),No,Before School,05:50:00,No,No,No,No
20211211FLEDL,2021-12-11,Winter,Edward A. Upthegrove Elementary School,LaBelle,FL,Elementary,Gym,No,Sport Event,14:00:00,No,null,null,No
20211211GAJOG,2021-12-11,Winter,Jones County High School,Gray,GA,High,Gym,No,Sport Event,20:15:00,No,No,No,No
