Incident_ID,Date,Quarter,School,City,State,School_Level,Location,During_School,Time_Period,First_Shot,Bullied,Domestic_Violence,Gang_Related,Preplanned
20090120PAEAE,2009-01-20,Winter,East High School,Erie,PA,High,Gym,No,Sport Event,8:22 PM,No,No,No,No
20090123ILCAC,2009-01-23,Winter,Cahokia High School,Cahokia,IL,High,Parking Lot,No,Sport Event,,No,No,No,No
20090127NCCLC,2009-01-27,Winter,Clayton High School,Clayton,NC,High,Beside Building,No,Sport Event,,No,No,Yes,No
20090210CABAE,2009-02-10,Winter,Baker Elementary School,El Monte,CA,Elementary,Beside Building,Yes,Dismissal,2:00 PM,No,No,No,No
20090211NCSCZ,2009-02-11,Winter,School bus,Zebulon,NC,Other,School Bus,Yes,Before School,,No,No,No,No
20090217MICED,2009-02-17,Winter,Central High School,Detroit,MI,High,Hallway,Yes,Afternoon Classes,2:20 PM,No,No,No,No
20090220CAJOH,2009-02-20,Winter,John Muir Elementary School,Hayward,CA,Elementary,Beside Building,Yes,Lunch,12:00 PM,No,No,,No
20090223CTBRN,2009-02-23,Winter,Brien McMahon High School,Norwalk,CT,High,Parking Lot,No,Sport Event,8:30 PM,,,Yes,No
20090302SDROS,2009-03-02,Spring,Robert Frost Elementary School,Sioux Falls,SD,Elementary,Beside Building,Yes,Dismissal,2:50 PM,,No,No,No
20090306NCWEF,2009-03-06,Spring,Westover High School,Fayetteville,NC,High,Parking Lot,No,School Event,10:00 PM,No,No,No,No
20090310FLRIJ,2009-03-10,Spring,Ribault High School,Jacksonville,FL,High,Hallway,Yes,School Start,7:22 AM,No,No,No,No
20090311TXCYH,2009-03-11,Spring,Cypress Ridge High School,Houston,TX,High,Bathroom,Yes,Before School,,N/A,N/A,No,No
20090413CALOL,2009-04-13,Spring,Locke High School,Los Angeles,CA,High,Front of School,Yes,Before School,,,,Yes,No
20090501WISHS,2009-05-01,Spring,Sheboygan High School,Sheboygan,WI,High,Parking Lot,Yes,After School,3:40 PM,,,No,No
20090505NYCAC,2009-05-05,Spring,Canandaigua Academy,Canandaigua,NY,High,Bathroom,Yes,Morning Classes,10:25 AM,,,No,No
20090518LALAL,2009-05-18,Spring,Larose-Cut Off Middle School,Larose,LA,Middle,Classroom,Yes,Morning Classes,9:00 AM,,No,No,No
20090615CAINS,2009-06-15,Summer,International Studies Academy,San Francisco,CA,Other,Beside Building,Yes,Morning Classes,,,No,Yes,No
20090624IAAPP,2009-06-24,Summer,Aplington-Parkersburg High School,Parkersburg,IA,High,Gym,Yes,Morning Classes,8:00 AM,,No,No,No
20090827NCWEF,2009-08-27,Summer,Westover High School,Fayetteville,NC,High,Beside Building,No,After School,4:00 PM,No,No,No,No
20090908CTSTS,2009-09-08,Fall,Stamford Academy,Stamford,CT,High,Parking Lot,Yes,School Start,8:05 AM,No,No,No,No
20090916VAVIG,2009-09-16,Fall,Virginia Randolph Community High School,Glen Allen,VA,High,Playground,Yes,Afternoon Classes,12:30 PM,,,No,No
20091008NYMAM,2009-10-08,Fall,Mattituck Junior-Senior High School,Mattituck,NY,6-12,Classroom,Yes,Afternoon Classes,1:53 PM,No,No,No,No
20091016SCCAC,2009-10-16,Fall,Carolina Forest High School,Conway,SC,High,Inside School Building,Yes,Morning Classes,8:25 AM,N/A,N/A,N/A,N/A
20091030CAWIL,2009-10-30,Fall,Wilson High School,Long Beach,CA,High,Football Field/Track,No,Sport Event,,No,No,Yes,No
20091106PAHAW,2009-11-06,Fall,Hamilton High School (bus),West Philadelphia,PA,High,School Bus,Yes,Before School,8:00 AM,Yes,No,No,No
20091211LABOS,2009-12-11,Winter,Booker T. Washington High School,Shreveport,LA,High,Parking Lot,Yes,School Start,8:10 AM,No,Yes,No,No
20100120ALLIL,2010-01-20,Winter,Livington High School,Livington,AL,High,Beside Building,Yes,Afternoon Classes,3:00 PM,No,Yes,No,No
20100205ALDIM,2010-02-05,Winter,Discovery Middle School,Madison,AL,Middle,Hallway,Yes,Afternoon Classes,1:45 PM,,No,,No
20100210TNINK,2010-02-10,Winter,Inskip Elementary School,Knoxville,TN,High,Office,No,After School,1:00 PM,No,No,No,No
20100223CODEL,2010-02-23,Winter,Deer Creek Middle School,Littleton,CO,Middle,Front of School,Yes,Dismissal,15:14:00,null,No,No,No
20100226WABIT,2010-02-26,Winter,Birney Elementary School,Tacoma,WA,Elementary,Beside Building,Yes,Before School,,No,No,No,No
20100428VAWOP,2010-04-28,Spring,Woodrow Wilson High School,Portsmouth,VA,High,Cafeteria,Yes,Lunch,12:15 PM,Yes,No,No,No
20100518CASOS,2010-05-18,Spring,South Gate High School,South Gate,CA,High,Beside Building,Yes,Before School,7:51 AM,,,,No
20100830TNSUB,2010-08-30,Summer,Sullivan Central High School,Blountville,TN,High,Hallway,Yes,Morning Classes,9:16 AM,No,No,No,
20100908MIMUD,2010-09-08,Fall,Mumford High School,Detroit,MI,High,Beside Building,Yes,,3:30 PM,No,No,No,No
20100921SCSOC,2010-09-21,Fall,Socastee High School,Conway,SC,High,Office,Yes,Afternoon Classes,2:00 PM,Yes,No,No,Yes
20101001CAALS,2010-10-01,Fall,Alisal High School,Salinas,CA,High,Beside Building,Yes,School Start,7:53 AM,,No,Yes,No
20101008CAKEC,2010-10-08,Fall,Kelly Elementary School,Carlsbad,CA,Elementary,Playground,Yes,Lunch,12:00 PM,No,No,No,No
20101023KSTOT,2010-10-23,Fall,Topeka West High School,Topeka,KS,High,Field (General),No,Evening,10:30 PM,No,No,No,No
20101129WIMAM,2010-11-29,Fall,Marinette High School,Marinette,WI,High,Classroom,No,Evening,7:30 PM,No,No,No,No
20101206COAUA,2010-12-06,Winter,Aurora Central High School,Aurora,CO,High,Front of School,No,Dismissal,2:30 PM,No,No,Yes,No
20110104INCRC,2011-01-04,Winter,Crown Point School bus,Crown Point,IN,K-12,School Bus,No,Before School,6:00 AM,N/A,,,No
20110105NEMIO,2011-01-05,Winter,Millard South High School,Omaha,NE,High,Office,Yes,Lunch,12:45 PM,No,No,No,No
20110118CAGAL,2011-01-18,Winter,Gardena High School,Los Angeles,CA,High,Classroom,Yes,Morning Classes,10:40 AM,No,No,No,No
20110202CALOP,2011-02-02,Winter,Louisiana Schnell Elementary School,Placerville,CA,Elementary,Office,Yes,Morning Classes,10:37 AM,No,No,No,No
20110325INMAM,2011-03-25,Spring,Martinsville West Middle School,Martinsville,IN,Middle,Hallway,Yes,Before School,7:00 AM,No,Yes,No,No
20110330TXWOH,2011-03-30,Spring,Worthing High School,Houston,TX,High,Football Field/Track,No,Sport Event,6:45 PM,No,No,Yes,No
20110413FLSHA,2011-04-13,Spring,Sheeler Charter High School,Apopka,FL,High,Parking Lot,Yes,Lunch,12:00 PM,No,No,No,No
20110419TXBEH,2011-04-19,Spring,Betsy Ross Elementary School,Houston,TX,Elementary,Cafeteria,Yes,Lunch,11:00 AM,No,No,No,No
20110517WAHOE,2011-05-17,Spring,Horizon Elementary School,Everett,WA,Elementary,Basketball Court,No,Evening,6:30 PM,No,No,Yes,No
20110523HIHIP,2011-05-23,Spring,Highlands Intermediate School,Pearl City,HI,Middle,Beside Building,Yes,Before School,6:30 AM,No,No,No,No
20110923WAISS,2011-09-23,Fall,Issaquah High School,Seattle,WA,High,Football Field/Track,No,Sport Event,7:00 PM,No,No,No,No
20110930NCGAC,2011-09-30,Fall,Garinger High School,Charlotte,NC,High,Parking Lot,No,Sport Event,10:00 PM,No,No,Yes,No
20110930ORWIP,2011-09-30,Fall,Wilson High School,Portland,OR,High,Parking Lot,No,Sport Event,9:00 PM,No,No,Yes,No
20111024NCCAF,2011-10-24,Fall,Cape Fear High School,Fayetteville,NC,High,Beside Building,Yes,Afternoon Classes,1:00 PM,No,No,No,No
20111212TXHAE,2011-12-12,Winter,Harwell Middle School,Edinburg,TX,Middle,Basketball Court,Yes,After School,4:45 PM,No,No,No,No
20111228MINOF,2011-12-28,Winter,Northern High School,Flint,MI,High,Beside Building,No,Sport Event,,No,No,No,No
20120104TXCUB,2012-01-04,Winter,Cummings Middle School,Brownsville,TX,Middle,Hallway,Yes,School Start,8:00 AM,N/A,N/A,N/A,N/A
20120110TXNOH,2012-01-10,Winter,North Forest High School,Houston,TX,High,Hallway,Yes,Afternoon Classes,12:30 PM,,No,No,No
20120210NHWAW,2012-02-10,Winter,Walpole Elementary School,Walpole,NH,Elementary,Cafeteria,Yes,Lunch,11:00 AM,,No,No,No
20120222WAARB,2012-02-22,Winter,Armin Jahr Elementary School,Bremerton,WA,Elementary,Hallway,Yes,Dismissal,13:30:00,Yes,No,No,No
20120227OHCHC,2012-02-27,Winter,Chardon High School,Chardon,OH,High,Cafeteria,Yes,School Start,7:30 AM,No,No,No,Yes
20120306FLEPJ,2012-03-06,Spring,Episcopal School of Jacksonville,Jacksonville,FL,Unknown,Office,Yes,Afternoon Classes,1:15 PM,No,No,No,No
20120315ALLEM,2012-03-15,Spring,LeFlore High School,Mobile,AL,High,Parking Lot,Yes,Morning Classes,10:50 AM,No,No,Yes,No
20120401ARKIR,2012-04-01,Spring,Kirksey Middle School,Rogers,AR,Middle,Parking Lot,No,Evening,9:58 PM,No,No,No,No
20120525NCMAC,2012-05-25,Spring,Mary Scroggs Elementary School,Chapel Hill,NC,Elementary,Parking Lot,Yes,Dismissal,2:04 PM,No,Yes,No,No
20120525AZWEA,2012-05-25,Spring,West View High School,Avondale,AZ,High,Parking Lot,Yes,School Event,1:55 PM,No,Yes,No,No
20120706RINAP,2012-07-06,Summer,Nathaniel Greene Elementary School,Pawtucket,RI,Elementary,Beside Building,No,Night,3:00 AM,No,No,No,No
20120816TNHAM,2012-08-16,Summer,Hamilton High School,Memphis,TN,High,Front of School,No,Evening,5:00 PM,No,No,Yes,No
20120824GABAH,2012-08-24,Summer,Banks County High School,Homer,GA,High,Bathroom,Yes,Morning Classes,8:00 AM,,No,No,No
20120827MDPEP,2012-08-27,Summer,Perry Hall High School,Perry Hall,MD,High,Cafeteria,Yes,Morning Classes,10:45 AM,No,No,No,Yes
20120907ILNON,2012-09-07,Fall,Normal Community High School,Normal,IL,High,Classroom,Yes,Morning Classes,8:00 AM,Yes,No,No,Yes
20120926OKSTS,2012-09-26,Fall,Stillwater Junior High School,Stillwater,OK,Junior High,Hallway,Yes,Before School,7:50 AM,No,No,No,No
20121012NDFAF,2012-10-12,Fall,Fairmount Public School,Fairmont,ND,High,Classroom,Yes,Morning Classes,,No,No,No,No
20121019ILBAC,2012-10-19,Fall,Banner Academy South,Chicago,IL,Other,Beside Building,No,After School,,No,No,No,No
20121210TXSPH,2012-12-10,Winter,Spring Woods High School,Houston,TX,High,Classroom,Yes,Morning Classes,11:00 AM,No,No,No,No
20121214CTSAN,2012-12-14,Winter,Sandy Hook Elementary School,Newtown,CT,Elementary,Classroom,Yes,Morning Classes,9:35 AM,,No,No,Yes
20130107FLAPF,2013-01-07,Winter,Apostolic Revival Center Christian School,Fort Myers,FL,K-8,Parking Lot,Yes,Morning Classes,11:00 AM,N/A,No,Yes,No
20130110CATAT,2013-01-10,Winter,Taft Union High School,Taft,CA,High,Hallway,Yes,Morning Classes,9:00 AM,Yes,No,No,Yes
20130111MIOSD,2013-01-11,Winter,Osborn High School,Detroit,MI,High,Basketball Court,No,Sport Event,,No,No,No,No
20130129ALDAM,2013-01-29,Winter,Dale County School Bus,Midland City,AL,Elementary,School Bus,Yes,Dismissal,15:30:00,No,No,No,Yes
20130131GAPRA,2013-01-31,Winter,Price Middle School,Atlanta,GA,Middle,Hallway,Yes,Afternoon Classes,1:50 PM,No,No,Yes,No
20130201MIMAD,2013-02-01,Winter,Martin Luther King High School,Detroit,MI,High,Parking Lot,No,Evening,7:30 PM,No,No,No,No
20130213CAHIS,2013-02-13,Winter,Hillside Elementary School,San Leandro,CA,Elementary,Beside Building,No,Evening,8:45 PM,No,No,No,No
20130227GAGRA,2013-02-27,Winter,Grady High School,Atlanta,GA,High,Courtyard,Yes,Morning Classes,9:30 AM,No,No,No,No
20130321MIDAS,2013-03-21,Spring,Davidson Middle School,Southgate,MI,Middle,Bathroom,Yes,Before School,8:00 AM,No,No,No,No
20130416TXTET,2013-04-16,Spring,Temple High School,Temple,TX,High,Other,Yes,Morning Classes,,No,No,No,No
20130429OHLAC,2013-04-29,Spring,La Salle High School,Cincinnati,OH,High,Classroom,Yes,Morning Classes,8:00 AM,,No,No,No
20130430NMTUT,2013-04-30,Spring,Tularosa Elementary School,Tularosa,NM,Elementary,Outside on School Property,No,Night,,No,No,No,No
20130513ALOSB,2013-05-13,Spring,Ossie Ware Mitchell Middle School,Birmingham,AL,Middle,Parking Lot,Yes,After School,,No,No,No,No
20130523FLREH,2013-05-23,Spring,Redland Middle School,Homestead,FL,Middle,Classroom,Yes,Afternoon Classes,2:40 PM,No,No,No,No
20130618NCHIC,2013-06-18,Summer,Hidden Valley Elementary School,Charlotte,NC,Elementary,Parking Lot,No,After School,2:00 PM,No,No,No,No
20130619FLALW,2013-06-19,Summer,Alexander W. Dreyfoos School of the Arts,West Palm Beach,FL,High,Office,No,Not a School Day,6:30 AM,No,No,No,No
20130815TNNOC,2013-08-15,Summer,Northwest High School,Clarksville,TN,Middle,Parking Lot,No,Night,2:00 AM,No,No,No,No
20130820GAROD,2013-08-20,Summer,Ronald E. McNair Discovery Learning Academy,Decatur,GA,Elementary,Office,Yes,Morning Classes,12:51 PM,No,No,No,Yes
20130822TNWEM,2013-08-22,Summer,Westside Elementary School,Memphis,TN,Elementary,Cafeteria,Yes,School Start,8:00 AM,No,No,No,No
20130823MSNOS,2013-08-23,Summer,North Panola High School,Sardis,MS,High,Football Field/Track,No,Evening,10:30 PM,No,No,Yes,No
20130830NCCAW,2013-08-30,Summer,Carver High School,Winston-Salem,NC,High,Beside Building,Yes,Afternoon Classes,2:25 PM,Yes,No,No,No
20130927ILROC,2013-09-27,Fall,Roosevelt High School,Chicago,IL,High,Beside Building,Yes,Dismissal,2:25 PM,No,No,No,No
20130928MENEG,2013-09-28,Fall,New Gloucester High School,Gray,ME,High,Parking Lot,No,Not a School Day,12:50 PM,,,No,No
20131002NHWIS,2013-10-02,Fall,Winnisquam Regional School District,Sanbornton,NH,,School Bus,Yes,After School,,No,No,No,No
20131004FLAGP,2013-10-04,Fall,Agape Christian Academy,Pine Hills,FL,K-12,Football Field/Track,No,Dismissal,2:00 PM,No,No,Yes,No
20131015TXLAA,2013-10-15,Fall,Lanier High School,Austin,TX,High,Courtyard,Yes,Lunch,12:04 PM,No,No,No,No
20131021NVSPS,2013-10-21,Fall,Sparks Middle School,Sparks,NV,Middle,Beside Building,Yes,Before School,7:15 AM,Yes,No,No,
20131023CANEC,2013-10-23,Fall,Newman Elementary School,Chino,CA,Elementary,Front of School,Yes,Morning Classes,11:14 AM,No,No,No,No
20131101IAALA,2013-11-01,Fall,Algona High School,Algona,IA,High,Field (General),No,Night,1:20 AM,No,No,No,No
20131103GASTL,2013-11-03,Fall,Stephenson High School,Lithonia,GA,High,Parking Lot,No,Not a School Day,,No,No,No,No
20131113PABRP,2013-11-13,Fall,Brashear High School,Pittsburgh,PA,High,Off School Property,Yes,After School,3:00 PM,No,No,No,No
20131204FLWEW,2013-12-04,Winter,West Orange High School,Winter Garden,FL,High,Beside Building,No,Dismissal,1:15 PM,No,No,No,No
20131213COARC,2013-12-13,Winter,Arapahoe High School,Centennial,CO,High,Other,Yes,Lunch,00:00:00,Yes,No,No,Yes
20131219CAEDF,2013-12-19,Winter,Edison High School,Fresno,CA,High,Gym,No,Evening,7:00 PM,No,No,Yes,No
20140109TNLIJ,2014-01-09,Winter,Liberty Technology Magnet High School,Jackson,TN,High,Parking Lot,No,Dismissal,2:21 PM,No,No,No,No
20140113CTHIN,2014-01-13,Winter,Hillhouse High School,New Haven,CT,High,Basketball Court,No,Sport Event,7:50 PM,No,No,Yes,No
20140114NMBER,2014-01-14,Winter,Berrendo Middle School,Roswell,NM,Middle,Gym,Yes,Before School,07:30:00,Yes,No,No,Yes
20140114PAKIL,2014-01-14,Winter,King Elementary School,Lancaster,PA,Elementary,Playground,Yes,Afternoon Classes,2:48 PM,N/A,No,,No
20140114LASTB,2014-01-14,Winter,St. James High School,Baton Rouge,LA,High,Parking Lot,No,Sport Event,,No,No,No,No
20140117PADEP,2014-01-17,Winter,Delaware Valley Charter School,Philadelphia,PA,High,Gym,No,Sport Event,3:30 PM,No,No,No,No
20140127ILREC,2014-01-27,Winter,Rebound High School,Carbondale,IL,High,Parking Lot,Yes,Lunch,12:00 PM,,No,No,No
20140128HIPRH,2014-01-28,Winter,President Theodore Roosevelt High,Honolulu,HI,High,Office,No,Not a School Day,8:30 AM,N/A,N/A,N/A,N/A
20140131AZCEP,2014-01-31,Winter,Cesar Chavez High School,Phoenix,AZ,High,Basketball Court,No,Sport Event,,No,No,Yes,No
20140131IANOD,2014-01-31,Winter,North High School,Des Moines,IA,High,Basketball Court,No,Sport Event,,No,No,Yes,No
20140207ORBEB,2014-02-07,Winter,Bend High School,Bend,OR,High,Classroom,Yes,Morning Classes,12:00 PM,No,No,No,No
20140210NCSAS,2014-02-10,Winter,Salisbury High School,Salisbury,NC,High,Beside Building,No,Dismissal,12:00 AM,No,No,No,No
20140211OHCHL,2014-02-11,Winter,Charles F. Brush High School,Lyndhurt,OH,High,Parking Lot,No,Sport Event,8:30 PM,No,No,No,No
20140220MIRAR,2014-02-20,Winter,Raytown Success Academy,Raytown,MI,High,Parking Lot,Yes,Morning Classes,10:30 AM,N/A,No,No,No
20140307LAMAT,2014-03-07,Spring,Madison Parish High School,Tallulah,LA,High,Front of School,No,School Event,,,,,
20140312FLACM,2014-03-12,Spring,Academy of Knowledge Preschool,Miami,FL,Other,Parking Lot,Yes,Afternoon Classes,12:00 AM,No,Yes,No,No
20140325GABEC,2014-03-25,Spring,Benjamin Banneker High School,College Park,GA,High,Parking Lot,Yes,Afternoon Classes,1:00 PM,No,No,No,No
20140403NJUNN,2014-04-03,Spring,Unknown School (bus),Newark,NJ,,School Bus,Yes,Afternoon Classes,1:15 PM,No,No,No,No
20140409NCDHG,2014-04-09,Spring,D H Conley High School,Greenville,NC,High,Beside Building,Yes,Afternoon Classes,1:30 PM,No,No,Yes,No
20140410OHLIC,2014-04-10,Spring,Liberty Elementary School,Columbus,OH,Elementary,Front of School,Yes,Dismissal,3:30 PM,No,No,No,No
20140411MIEAD,2014-04-11,Spring,East English Village Preparatory Academy,Detroit,MI,Unknown,Parking Lot,No,School Event,9:30 PM,No,No,Yes,No
20140421UTPRP,2014-04-21,Spring,Provo High School,Provo,UT,High,Beside Building,Yes,Afternoon Classes,2:30 PM,,,No,No
20140421INSTG,2014-04-21,Spring,St. Mary Catholic School,Griffith,IN,High,Parking Lot,Yes,After School,4:30 PM,No,Yes,No,No
20140503WAHOE,2014-05-03,Spring,Horizon Elementary School,Everett,WA,Elementary,Basketball Court,No,Not a School Day,6:30 PM,,No,Yes,No
20140514CAJOR,2014-05-14,Spring,John F. Kennedy High School,Richmond,CA,High,Off School Property,Yes,Before School,9:00 AM,No,No,Yes,No
20140521WICLM,2014-05-21,Spring,Clarke Street Elementary School,Milwaukee,WI,Elementary,Front of School,No,Evening,7:00 PM,No,No,No,No
20140610ORRET,2014-06-10,Summer,Reynolds High School,Troutdale,OR,High,Gym,Yes,Morning Classes,8:07 AM,No,,No,Yes
20140623MOKEB,2014-06-23,Summer,Kelly High School,Benton,MO,High,Basketball Court,No,After School,8:15 PM,No,No,No,No
20140813MDHEF,2014-08-13,Summer,Heather Ridge High School,Fredrick,MD,High,Beside Building,No,Evening,6:45 PM,No,No,No,No
20140814VASAN,2014-08-14,Summer,Saunders Elementary School,Newport News,VA,Elementary,Parking Lot,No,Not a School Day,1:30 AM,No,No,Yes,No
20140909FLSTM,2014-09-09,Fall,Stellar Leadership Academy,Miami,FL,High,Beside Building,Yes,Afternoon Classes,,No,No,No,No
20140910FLGRL,2014-09-10,Fall,Greenwood Lakes Middle School,Lake Mary,FL,Middle,Bathroom,Yes,After School,5:00 PM,Yes,No,No,No
20140911UTWET,2014-09-11,Fall,Westbrook Elementary School,Taylorsville,UT,Elementary,Bathroom,Yes,Before School,9:00 AM,No,No,No,No
20140919IANOD,2014-09-19,Fall,North High School,Des Moines,IA,High,Front of School,No,Not a School Day,10:00 PM,No,No,Yes,No
20140925NHWEM,2014-09-25,Fall,West High School,Manchester,NH,High,Cafeteria,Yes,School Start,7:45 AM,,No,No,No
20140930NCALA,2014-09-30,Fall,Albemarle High School,Albemarle,NC,High,Courtyard,Yes,Before School,7:40 AM,No,No,No,No
20140930KYFEL,2014-09-30,Fall,Fern Creek Traditional High School,Louisville,KY,High,Hallway,Yes,Afternoon Classes,1:00 PM,No,No,No,No
20141003GALAF,2014-10-03,Fall,Langston Hughes High School,Fairburn,GA,High,Football Field/Track,No,Sport Event,10:00 PM,No,No,Yes,No
20141021TNAMM,2014-10-21,Fall,A Maceo Walker Middle School,Memphis,TN,Middle,Hallway,Yes,Morning Classes,7:45 AM,No,No,No,No
20141024GALAA,2014-10-24,Fall,Lakewood Stadium (Mays High School Game),Atlanta,GA,High,Parking Lot,No,Sport Event,11:00 PM,No,No,,No
20141024WAMAM,2014-10-24,Fall,Marysville Pilchuck High School,Marysville,WA,High,Cafeteria,Yes,Lunch,10:39 AM,Yes,Yes,No,Yes
20141120FLMIM,2014-11-20,Fall,Miami Carol City High School,Miami,FL,High,Basketball Court,Yes,After School,3:30 PM,No,No,Yes,No
20141212ORROP,2014-12-12,Winter,Rosemary Anderson High School,Portland,OR,High,Beside Building,Yes,Lunch,,No,No,Yes,No
20141216PASUP,2014-12-16,Winter,Sunnyside Elementary School,Pittsburgh,PA,Elementary,Parking Lot,No,Night,11:00 PM,,,,
20141217MEBEW,2014-12-17,Winter,Benton Elementary School,Waterville,ME,Elementary,Beside Building,Yes,Afternoon Classes,2:30 PM,No,No,No,No
20141217MIGOW,2014-12-17,Winter,Godfrey Lee High School,Wyoming,MI,High,Parking Lot,No,Sport Event,8:00 PM,No,No,,No
20150115WIWIM,2015-01-15,Winter,Wisconsin Lutheran High School,Milwaukee,WI,High,Parking Lot,No,Sport Event,,N/A,No,Yes,No
20150116FLVAO,2015-01-16,Winter,Vanguard High School,Ocala,FL,High,Parking Lot,No,Sport Event,,,No,Yes,No
20150120ALWIM,2015-01-20,Winter,Williamson High School,Mobile,AL,High,Beside Building,No,Evening,,No,No,No,No
20150122SCROH,2015-01-22,Winter,Royal Live Oaks Academy,Hardeeville,SC,K-12,Field (General),Yes,School Event,5:00 PM,No,No,No,
20150126MNHAR,2015-01-26,Winter,Hand in Hand Montessori,Roseville,MN,Other,Cafeteria; Parking Lot,Yes,Dismissal,3:07 PM,N/A,,,No
20150204MDFRF,2015-02-04,Winter,Frederick High School,Frederick,MD,High,Parking Lot,No,Sport Event,8:00 PM,No,No,Yes,No
20150215ARLAL,2015-02-15,Winter,Lawson Elementary School,Little Rock,AR,Elementary,Parking Lot,No,Not a School Day,2:00 AM,No,Yes,No,No
20150215CATEM,2015-02-15,Winter,Tenaya Middle School,Merced,CA,Middle,Parking Lot,No,Not a School Day,7:55 PM,No,No,No,No
20150330MOPEU,2015-03-30,Spring,Pershing Elementary School,University City,MO,Elementary,Outside on School Property,No,Evening,5:30 PM,No,No,No,No
20150417TXSES,2015-04-17,Spring,Seguin High School,Seguin,TX,High,Beside Building,Yes,Morning Classes,9:30 AM,,,No,No
20150422NVRUL,2015-04-22,Spring,Ruth Deskin Elementary School,Las Vegas,NV,Elementary,Classroom,Yes,Afternoon Classes,3:20 PM,No,No,No,No
20150427WANOL,2015-04-27,Spring,North Thurston High School,Lacey,WA,High,Hallway,Yes,Morning Classes,7:24 AM,Yes,No,No,Yes
20150428MDDRW,2015-04-28,Spring,Dr. Gustavus Brown Elementary School,Waldorf,MD,Elementary,Basketball Court,No,Evening,6:23 PM,No,No,,No
20150504OHWIC,2015-05-04,Spring,Willow Elementary School,Cleveland,OH,Elementary,Playground,No,Night,11:00 PM,,,,No
20150505GACOC,2015-05-05,Spring,Conyers Middle School,Conyers,GA,Middle,Bathroom,Yes,Afternoon Classes,1:00 PM,,,,
20150512AZCOT,2015-05-12,Spring,Corona del Sol High School,Tempe,AZ,High,Hallway,Yes,Morning Classes,9:00 AM,,,No,No
20150512FLUNJ,2015-05-12,Spring,Unknown School (bus),Jacksonville,FL,,School Bus,No,After School,4:30 PM,No,No,Yes,No
20150520TXROR,2015-05-20,Spring,Robinson High School,Robinson,TX,High,Parking Lot,Yes,Morning Classes,9:30 AM,,,No,No
20150521FLDUJ,2015-05-21,Spring,Duval County School Bus,Jacksonville,FL,High,School Bus,Yes,Dismissal,null,No,No,,No
20150524MISOF,2015-05-24,Spring,Southwestern Classical Academy,Flint,MI,Elementary,Parking Lot,No,Not a School Day,2:00 AM,,,No,No
20150527FLEVE,2015-05-27,Spring,Everglades City School,Everglades City,FL,K-12,Beside Building,No,Evening,8:15 PM,No,,No,No
20150604NCSOF,2015-06-04,Summer,South Macon Elementary School,Franklin,NC,Elementary,Parking Lot,Yes,Before School,5:27 AM,No,No,No,Yes
20150623NEFOF,2015-06-23,Summer,Fort Calhoun Elementary School,Fort Calhoun,NE,Elementary,Parking Lot,No,Evening,7:30 PM,No,No,No,No
20150627CTSAH,2015-06-27,Summer,Sarah J. Rawson Elementary School,Hartford,CT,Elementary,Gym,No,Sport Event,6:30 PM,No,No,No,No
20150629TXJOS,2015-06-29,Summer,John Jay High School,San Antonio,TX,High,Field (General),Yes,Afternoon Classes,1:30 PM,N/A,N/A,N/A,N/A
20150705TXCOD,2015-07-05,Summer,Coppell Middle School East,Dallas,TX,High,Parking Lot,No,Not a School Day,6:00 PM,No,No,No,No
20150724TXELC,2015-07-24,Summer,Elolf Elementary School,Converse,TX,Elementary,Parking Lot,No,Not a School Day,1:00 PM,No,No,No,No
20150808TXPAP,2015-08-08,Summer,Paradise High School,Paradise,TX,High,Parking Lot,No,Not a School Day,7:15 AM,No,No,No,No
20150823TXWIR,2015-08-23,Summer,William Velasquez Elementary School,Richmond,TX,Elementary,Other,No,Not a School Day,8:00 AM,No,No,No,No
20150825GAWSA,2015-08-25,Summer,W S Hornsby Elementary School,Augusta,GA,Elementary,Classroom,Yes,Morning Classes,10:45 AM,No,No,No,No
20150903ORNEN,2015-09-03,Fall,Newberg High School,Newberg,OR,High,Football Field/Track,No,Sport Event,8:30 PM,No,No,No,No
20150911LANOL,2015-09-11,Fall,Northside High School,Lafayette,LA,High,Front of School,No,Sport Event,9:55 PM,No,No,,No
20150922NCCES,2015-09-22,Fall,Central Elementary School,Stateville,NC,Elementary,Parking Lot,Yes,Dismissal,3:00 PM,No,Yes,No,No
20150930SDHAH,2015-09-30,Fall,Harrisburg High School,Harrisburg,SD,High,Office,Yes,Morning Classes,10:00:00,No,No,No,Yes
20151015TXKAS,2015-10-15,Fall,Karen Wagner High School,San Antonio,TX,High,Parking Lot,Yes,Morning Classes,9:00 AM,No,No,No,No
20151024TXEDS,2015-10-24,Fall,Ed White Middle School,San Antonio,TX,Middle,Parking Lot,No,Night,3:00 AM,No,No,,No
20151105GAVEM,2015-11-05,Fall,Vereen School,Moultrie,GA,Other,Classroom,Yes,,,No,No,No,No
20151111ARSUS,2015-11-11,Fall,Sulphur Rock Magnet School,Sulphur Rock,AR,Unknown,Parking Lot,Yes,Dismissal,3:30 PM,No,No,No,No
20151120FLNAM,2015-11-20,Fall,Nathaniel “Traz” Powell Stadium (high school game),Miami,FL,High,Football Field/Track,No,Sport Event,9:15 PM,No,No,,No
20151204KSWEW,2015-12-04,Winter,West High School,Wichita,KS,High,Beside Building,No,Evening,6:30 PM,No,No,,No
20160112DECED,2016-01-12,Winter,Central Middle School,Dover,DE,Middle,Bathroom,Yes,Lunch,12:15 PM,No,No,No,No
